module-method	module-index	orig-pval	revised-pvalue	num-targets	num-regulators	regulator-names	target-names	num-samples	num-genes	num-class1	num-class2
LM 1	25	0.287	0.287	207	1	AHR	g163, g501, g734, g1183, g1218, g1224, g1232, g1244, g1250, g1252, g1269, g1291, g1317, g1358, g1359, g1360, g1361, g1362, g1363, g1364, g1365, g1366, g1367, g1368, g1369, g1370, g1371, g1372, g1373, g1374, g1375, g1376, g1377, g1378, g1379, g1380, g1381, g1382, g1383, g1384, g1385, g1387, g1388, g1389, g1390, g1391, g1392, g1393, g1394, g1395, g1396, g1397, g1398, g1399, g1400, g1401, g1402, g1404, g1405, g1406, g1407, g1408, g1409, g1410, g1411, g1412, g1413, g1414, g1415, g1416, g1417, g1418, g1419, g1420, g1421, g1422, g1423, g1424, g1425, g1426, g1428, g1429, g1430, g1431, g1432, g1433, g1434, g1435, g1436, g1437, g1438, g1439, g1440, g1441, g1442, g1443, g1444, g1445, g1446, g1447, g1448, g1449, g1450, g1451, g1452, g1453, g1454, g1455, g1456, g1457, g1458, g1459, g1460, g1461, g1462, g1463, g1464, g1465, g1466, g1467, g1468, g1469, g1470, g1471, g1472, g1473, g1475, g1476, g1477, g1478, g1479, g1480, g1481, g1482, g1483, g1484, g1485, g1486, g1487, g1488, g1489, g1490, g1491, g1493, g1494, g1495, g1496, g1497, g1498, g1499, g1500, g1501, g1502, g1503, g1504, g1505, g1506, g1507, g1508, g1509, g1510, g1512, g1513, g1514, g1515, g1516, g1518, g1519, g1520, g1521, g1522, g1523, g1524, g1525, g1526, g1527, g1528, g1529, g1530, g1531, g1532, g1533, g1534, g1536, g1537, g1538, g1539, g1540, g1541, g1542, g1543, g1544, g1545, g1546, g1547, g1548, g1550, g1551, g1552, g1553, g1554, g1555, g1556, g1557, g1558, g1559, g1560	46	208	17	29
LM 1	11	0.297	0.297	316	1	ISL1	g10, g16, g23, g34, g35, g37, g39, g53, g63, g74, g84, g104, g108, g122, g132, g142, g145, g165, g170, g171, g172, g173, g182, g187, g195, g197, g200, g203, g204, g407, g417, g420, g421, g426, g428, g430, g432, g434, g437, g440, g442, g445, g446, g449, g450, g455, g456, g460, g468, g470, g471, g476, g477, g478, g486, g487, g488, g498, g499, g502, g507, g510, g516, g526, g531, g536, g559, g570, g583, g594, g595, g598, g601, g605, g613, g619, g623, g633, g645, g657, g670, g677, g684, g692, g698, g720, g735, g747, g750, g751, g764, g771, g772, g773, g778, g781, g785, g1173, g1184, g1186, g1191, g1213, g1227, g1234, g1237, g1241, g1252, g1253, g1276, g1277, g1282, g1283, g1296, g1299, g1302, g1303, g1306, g1307, g1311, g1561, g1562, g1563, g1564, g1565, g1566, g1567, g1568, g1569, g1570, g1571, g1572, g1573, g1574, g1575, g1576, g1577, g1578, g1579, g1580, g1581, g1582, g1583, g1584, g1585, g1586, g1587, g1588, g1589, g1590, g1591, g1592, g1593, g1594, g1595, g1596, g1597, g1598, g1599, g1600, g1601, g1602, g1603, g1604, g1605, g1606, g1607, g1608, g1609, g1610, g1611, g1612, g1613, g1614, g1615, g1616, g1617, g1618, g1619, g1620, g1621, g1622, g1623, g1624, g1625, g1626, g1627, g1628, g1629, g1630, g1631, g1632, g1633, g1634, g1635, g1636, g1637, g1638, g1639, g1640, g1641, g1642, g1643, g1644, g1645, g1646, g1647, g1648, g1649, g1650, g1651, g1652, g1653, g1654, g1655, g1656, g1657, g1658, g1659, g1660, g1661, g1662, g1663, g1664, g1665, g1666, g1667, g1668, g1669, g1670, g1671, g1672, g1673, g1674, g1675, g1676, g1677, g1678, g1679, g1680, g1681, g1682, g1683, g1684, g1685, g1686, g1687, g1688, g1689, g1690, g1691, g1692, g1693, g1694, g1695, g1696, g1697, g1698, g1699, g1700, g1701, g1702, g1703, g1704, g1705, g1706, g1707, g1708, g1709, g1710, g1711, g1712, g1713, g1714, g1715, g1716, g1717, g1718, g1719, g1720, g1721, g1722, g1723, g1724, g1725, g1726, g1727, g1728, g1729, g1730, g1731, g1732, g1733, g1734, g1735, g1736, g1737, g1738, g1739, g1740, g1741, g1742, g1743, g1744, g1745, g1746, g1747, g1748, g1749, g1750, g1751, g1752, g1753, g1754, g1755, g1756, g1757	46	317	17	29
LM 1	32	0.297	0.297	204	1	PRDM13	g5, g205, g206, g207, g208, g209, g210, g211, g212, g213, g214, g215, g216, g217, g218, g219, g220, g221, g222, g223, g224, g225, g226, g227, g228, g229, g230, g231, g232, g233, g234, g235, g236, g237, g238, g239, g240, g241, g242, g243, g245, g246, g247, g248, g249, g250, g251, g252, g253, g254, g255, g256, g257, g258, g259, g260, g261, g262, g263, g264, g265, g266, g267, g268, g269, g270, g271, g272, g273, g274, g275, g276, g277, g278, g279, g280, g281, g282, g283, g284, g285, g286, g287, g288, g289, g290, g291, g292, g293, g294, g295, g296, g297, g298, g299, g300, g301, g302, g303, g304, g305, g306, g307, g308, g309, g310, g311, g312, g313, g314, g315, g316, g317, g318, g319, g321, g322, g323, g324, g325, g326, g327, g328, g329, g330, g331, g332, g333, g334, g335, g336, g337, g338, g339, g340, g341, g342, g343, g344, g345, g346, g347, g348, g349, g350, g351, g352, g353, g354, g355, g356, g357, g358, g359, g361, g362, g363, g364, g365, g366, g367, g368, g369, g370, g371, g372, g373, g374, g375, g376, g377, g378, g379, g380, g381, g382, g383, g384, g385, g386, g387, g388, g389, g390, g391, g392, g393, g394, g395, g396, g397, g398, g400, g401, g402, g403, g404, g962, g1254, g1289, g1355, g1420, g1474, g1549	46	205	17	29
LM 1	13	0.356	0.356	269	2	CREM, ZNF479	g1, g112, g415, g418, g422, g432, g436, g446, g465, g481, g483, g490, g491, g494, g496, g501, g504, g506, g511, g522, g527, g528, g537, g539, g551, g552, g558, g561, g571, g574, g577, g581, g586, g590, g603, g607, g612, g615, g616, g646, g647, g651, g655, g662, g663, g669, g675, g676, g685, g686, g710, g713, g714, g718, g734, g735, g741, g758, g767, g782, g783, g1154, g1155, g1160, g1166, g1349, g1367, g1392, g1427, g1439, g1478, g1492, g1507, g1758, g1759, g1760, g1761, g1762, g1763, g1764, g1765, g1766, g1767, g1768, g1769, g1770, g1771, g1772, g1773, g1774, g1775, g1776, g1777, g1778, g1779, g1780, g1781, g1782, g1783, g1784, g1785, g1786, g1787, g1788, g1789, g1790, g1791, g1792, g1793, g1794, g1795, g1796, g1797, g1798, g1799, g1800, g1801, g1802, g1803, g1804, g1805, g1806, g1807, g1808, g1809, g1810, g1812, g1813, g1814, g1815, g1816, g1817, g1818, g1819, g1820, g1821, g1822, g1823, g1824, g1825, g1826, g1827, g1828, g1829, g1830, g1831, g1832, g1833, g1834, g1835, g1836, g1837, g1838, g1839, g1840, g1841, g1842, g1843, g1844, g1845, g1846, g1847, g1848, g1849, g1850, g1851, g1852, g1853, g1854, g1855, g1856, g1857, g1858, g1859, g1860, g1861, g1862, g1863, g1864, g1865, g1866, g1867, g1868, g1869, g1870, g1871, g1872, g1873, g1874, g1875, g1876, g1877, g1878, g1879, g1880, g1881, g1882, g1883, g1884, g1885, g1886, g1887, g1888, g1889, g1890, g1891, g1892, g1893, g1894, g1895, g1896, g1897, g1898, g1899, g1900, g1901, g1902, g1903, g1904, g1905, g1906, g1907, g1908, g1909, g1910, g1911, g1912, g1913, g1914, g1915, g1916, g1917, g1918, g1919, g1920, g1921, g1922, g1923, g1924, g1925, g1926, g1927, g1928, g1929, g1930, g1931, g1932, g1933, g1934, g1935, g1936, g1937, g1938, g1939, g1940, g1941, g1942, g1943, g1944, g1945, g1946, g1947, g1948, g1949, g1950, g1951, g1952, g1953, g1954	46	271	17	29
LM 1	16	0.376	0.376	314	1	AHR	g11, g12, g15, g19, g25, g26, g30, g41, g43, g46, g49, g52, g56, g58, g59, g60, g64, g65, g66, g69, g70, g71, g73, g77, g78, g79, g80, g87, g92, g94, g97, g105, g107, g114, g115, g116, g117, g118, g126, g127, g129, g133, g137, g138, g140, g146, g149, g150, g155, g172, g175, g178, g185, g186, g189, g190, g191, g194, g196, g201, g202, g244, g421, g438, g497, g533, g568, g602, g604, g609, g610, g613, g619, g621, g626, g630, g641, g645, g649, g652, g653, g654, g665, g683, g725, g736, g742, g743, g749, g753, g762, g763, g766, g1159, g1165, g1173, g1174, g1180, g1183, g1184, g1192, g1203, g1208, g1213, g1218, g1221, g1223, g1224, g1226, g1232, g1235, g1239, g1252, g1269, g1271, g1275, g1288, g1291, g1297, g1300, g1307, g1311, g1315, g1319, g1323, g1335, g1336, g1339, g1341, g1347, g1356, g1359, g1360, g1361, g1362, g1363, g1365, g1366, g1368, g1369, g1370, g1371, g1372, g1373, g1374, g1375, g1376, g1377, g1379, g1380, g1381, g1382, g1383, g1384, g1385, g1386, g1387, g1388, g1389, g1390, g1391, g1393, g1394, g1395, g1396, g1397, g1398, g1399, g1400, g1402, g1403, g1404, g1405, g1406, g1407, g1408, g1409, g1410, g1411, g1412, g1413, g1414, g1415, g1416, g1417, g1418, g1419, g1421, g1422, g1423, g1424, g1425, g1426, g1428, g1429, g1430, g1431, g1432, g1433, g1435, g1436, g1437, g1438, g1440, g1441, g1443, g1444, g1445, g1446, g1447, g1448, g1449, g1450, g1451, g1452, g1453, g1455, g1456, g1457, g1458, g1459, g1460, g1461, g1462, g1463, g1464, g1465, g1466, g1467, g1468, g1469, g1470, g1471, g1472, g1473, g1475, g1476, g1477, g1479, g1480, g1481, g1482, g1483, g1484, g1485, g1486, g1487, g1488, g1489, g1490, g1491, g1493, g1495, g1496, g1497, g1498, g1499, g1500, g1501, g1502, g1503, g1504, g1505, g1506, g1508, g1509, g1510, g1512, g1513, g1514, g1515, g1516, g1518, g1519, g1520, g1521, g1522, g1523, g1524, g1525, g1526, g1527, g1528, g1529, g1530, g1531, g1532, g1533, g1534, g1535, g1536, g1537, g1538, g1539, g1540, g1541, g1542, g1543, g1545, g1546, g1547, g1548, g1549, g1550, g1551, g1552, g1553, g1554, g1555, g1556, g1557, g1558, g1559, g1560	46	315	17	29
LM 1	18	0.386	0.386	288	1	FOXD3	g2, g125, g156, g163, g166, g198, g406, g409, g412, g417, g424, g441, g447, g449, g451, g455, g456, g462, g475, g476, g479, g484, g486, g495, g499, g503, g508, g514, g515, g517, g519, g524, g526, g529, g530, g540, g543, g562, g567, g576, g583, g587, g589, g592, g597, g617, g627, g632, g634, g636, g639, g643, g644, g650, g658, g659, g660, g664, g671, g678, g679, g682, g687, g691, g693, g695, g699, g709, g712, g717, g720, g722, g723, g727, g731, g738, g746, g752, g759, g760, g768, g771, g776, g778, g779, g780, g784, g965, g966, g967, g968, g969, g970, g971, g972, g973, g974, g975, g976, g977, g978, g979, g980, g981, g982, g983, g984, g985, g986, g987, g988, g989, g990, g991, g992, g993, g994, g995, g996, g997, g998, g999, g1000, g1001, g1002, g1003, g1004, g1005, g1006, g1007, g1008, g1009, g1010, g1011, g1012, g1013, g1014, g1015, g1016, g1017, g1018, g1019, g1020, g1021, g1022, g1023, g1024, g1025, g1026, g1027, g1028, g1029, g1030, g1031, g1032, g1033, g1034, g1035, g1036, g1037, g1038, g1039, g1040, g1041, g1042, g1043, g1044, g1045, g1046, g1047, g1048, g1049, g1050, g1051, g1052, g1053, g1054, g1055, g1056, g1057, g1058, g1059, g1060, g1061, g1062, g1063, g1064, g1065, g1066, g1067, g1068, g1069, g1070, g1071, g1072, g1073, g1074, g1075, g1076, g1077, g1078, g1079, g1080, g1081, g1082, g1083, g1084, g1085, g1086, g1087, g1088, g1089, g1090, g1091, g1092, g1093, g1094, g1095, g1096, g1097, g1098, g1099, g1100, g1101, g1102, g1103, g1104, g1105, g1106, g1107, g1108, g1109, g1110, g1111, g1112, g1113, g1114, g1115, g1116, g1117, g1118, g1119, g1120, g1121, g1122, g1123, g1124, g1125, g1126, g1127, g1128, g1129, g1130, g1131, g1132, g1133, g1134, g1135, g1136, g1137, g1138, g1139, g1140, g1141, g1142, g1143, g1144, g1145, g1146, g1147, g1148, g1149, g1150, g1151, g1152, g1153, g1156, g1168, g1181, g1193, g1220, g1238, g1255, g1274, g1281, g1282, g1309, g1321	46	289	17	29
LM 1	22	0.475	0.475	185	1	POU4F3	g405, g406, g407, g408, g409, g410, g411, g412, g413, g415, g416, g417, g418, g419, g420, g421, g422, g423, g424, g425, g426, g427, g428, g429, g430, g431, g432, g433, g434, g435, g436, g438, g439, g440, g441, g442, g443, g444, g445, g446, g447, g448, g449, g450, g451, g452, g453, g454, g455, g456, g457, g458, g459, g461, g462, g463, g464, g465, g466, g467, g468, g469, g470, g471, g472, g473, g474, g475, g476, g477, g478, g479, g480, g481, g482, g483, g484, g485, g486, g487, g488, g489, g490, g491, g492, g493, g494, g495, g496, g497, g498, g499, g500, g502, g503, g504, g505, g506, g507, g508, g509, g510, g511, g512, g513, g514, g515, g516, g517, g518, g519, g520, g521, g522, g523, g524, g525, g526, g527, g528, g529, g531, g532, g533, g534, g535, g536, g537, g538, g539, g540, g541, g542, g543, g545, g546, g547, g548, g549, g550, g551, g552, g554, g555, g556, g557, g558, g559, g560, g561, g562, g563, g564, g566, g567, g568, g569, g570, g572, g573, g574, g575, g576, g577, g578, g579, g580, g581, g582, g584, g585, g586, g588, g589, g590, g591, g592, g593, g595, g596, g597, g598, g600, g601, g1386	46	186	17	29
LM 1	33	0.485	0.485	200	1	POU4F3	g163, g405, g406, g407, g408, g409, g410, g411, g412, g413, g414, g415, g416, g417, g418, g419, g420, g421, g422, g423, g424, g425, g426, g427, g428, g429, g430, g431, g432, g433, g434, g435, g436, g437, g438, g439, g440, g441, g442, g443, g444, g445, g446, g447, g448, g449, g450, g451, g452, g453, g454, g455, g456, g457, g458, g459, g460, g461, g462, g463, g464, g465, g466, g467, g468, g469, g470, g471, g472, g473, g474, g475, g476, g477, g478, g479, g480, g481, g482, g483, g484, g485, g486, g487, g488, g489, g490, g491, g492, g493, g494, g495, g496, g497, g498, g499, g500, g501, g502, g503, g504, g505, g506, g507, g508, g509, g510, g511, g512, g513, g514, g515, g516, g517, g518, g519, g520, g521, g522, g523, g524, g525, g526, g527, g528, g529, g531, g532, g533, g534, g535, g536, g537, g538, g539, g540, g541, g542, g543, g544, g545, g546, g547, g548, g549, g550, g551, g552, g553, g554, g555, g556, g557, g558, g559, g560, g561, g562, g563, g564, g565, g566, g567, g568, g569, g570, g571, g572, g573, g574, g575, g576, g577, g578, g579, g580, g581, g582, g583, g584, g585, g586, g588, g589, g590, g591, g592, g593, g594, g595, g596, g597, g598, g599, g600, g601, g793, g876, g915, g923	46	201	17	29
LM 1	23	0.525	0.525	208	1	FOXD3	g125, g198, g530, g587, g614, g672, g691, g709, g825, g910, g965, g966, g967, g968, g969, g970, g971, g972, g973, g974, g975, g976, g977, g978, g979, g980, g981, g982, g983, g984, g985, g986, g987, g988, g989, g990, g991, g992, g993, g994, g995, g996, g997, g998, g999, g1000, g1001, g1002, g1003, g1004, g1005, g1006, g1007, g1008, g1009, g1010, g1011, g1012, g1013, g1014, g1015, g1016, g1017, g1018, g1019, g1020, g1021, g1022, g1023, g1024, g1025, g1026, g1027, g1028, g1029, g1030, g1031, g1032, g1033, g1034, g1035, g1036, g1037, g1038, g1039, g1040, g1041, g1042, g1043, g1044, g1045, g1046, g1047, g1048, g1049, g1050, g1051, g1052, g1053, g1054, g1055, g1056, g1057, g1058, g1059, g1060, g1061, g1062, g1063, g1064, g1065, g1066, g1067, g1068, g1069, g1070, g1071, g1072, g1073, g1074, g1075, g1076, g1077, g1079, g1080, g1081, g1082, g1083, g1084, g1085, g1086, g1087, g1088, g1089, g1090, g1091, g1092, g1093, g1094, g1095, g1096, g1097, g1098, g1099, g1100, g1101, g1102, g1103, g1104, g1105, g1106, g1107, g1108, g1109, g1110, g1111, g1112, g1113, g1114, g1115, g1116, g1117, g1118, g1119, g1120, g1121, g1122, g1123, g1124, g1125, g1126, g1127, g1128, g1129, g1130, g1131, g1132, g1133, g1134, g1135, g1136, g1137, g1138, g1139, g1140, g1141, g1142, g1143, g1144, g1145, g1146, g1147, g1148, g1149, g1150, g1151, g1152, g1153, g1166, g1184, g1243, g1309, g1321, g1325, g1330, g1339, g1345, g1347	46	209	17	29
LM 1	26	0.525	0.525	202	1	ZNF479	g1, g758, g1403, g1427, g1535, g1758, g1759, g1760, g1761, g1762, g1763, g1764, g1765, g1766, g1767, g1768, g1769, g1770, g1771, g1772, g1773, g1774, g1775, g1776, g1777, g1778, g1779, g1780, g1781, g1782, g1783, g1784, g1785, g1786, g1787, g1788, g1789, g1790, g1791, g1792, g1793, g1794, g1795, g1796, g1797, g1798, g1799, g1800, g1801, g1802, g1803, g1804, g1805, g1806, g1807, g1808, g1809, g1810, g1811, g1812, g1813, g1814, g1815, g1816, g1817, g1818, g1819, g1820, g1821, g1822, g1823, g1824, g1825, g1826, g1827, g1828, g1829, g1830, g1831, g1832, g1833, g1834, g1835, g1836, g1837, g1838, g1839, g1840, g1841, g1842, g1843, g1844, g1845, g1846, g1847, g1848, g1849, g1850, g1851, g1852, g1853, g1854, g1855, g1856, g1857, g1858, g1859, g1860, g1861, g1862, g1863, g1864, g1865, g1866, g1867, g1868, g1869, g1870, g1871, g1872, g1873, g1874, g1875, g1876, g1877, g1878, g1879, g1880, g1881, g1882, g1883, g1884, g1885, g1886, g1887, g1888, g1889, g1890, g1891, g1892, g1893, g1894, g1895, g1896, g1897, g1898, g1899, g1900, g1901, g1902, g1903, g1904, g1905, g1906, g1907, g1908, g1909, g1910, g1911, g1912, g1913, g1914, g1915, g1916, g1917, g1918, g1919, g1920, g1921, g1922, g1923, g1924, g1925, g1926, g1927, g1928, g1929, g1930, g1931, g1932, g1933, g1934, g1935, g1936, g1937, g1938, g1939, g1940, g1941, g1942, g1943, g1944, g1945, g1946, g1947, g1948, g1949, g1950, g1951, g1952, g1953, g1954	46	203	17	29
LM 1	35	0.594	0.594	198	1	ZNF479	g1427, g1758, g1759, g1760, g1761, g1762, g1763, g1764, g1765, g1766, g1767, g1768, g1769, g1770, g1771, g1772, g1773, g1774, g1775, g1776, g1777, g1778, g1779, g1780, g1781, g1782, g1783, g1784, g1785, g1786, g1787, g1788, g1789, g1790, g1791, g1792, g1793, g1794, g1795, g1796, g1797, g1798, g1799, g1800, g1801, g1802, g1803, g1804, g1805, g1806, g1807, g1808, g1809, g1810, g1811, g1812, g1813, g1814, g1815, g1816, g1817, g1818, g1819, g1820, g1821, g1822, g1823, g1824, g1825, g1826, g1827, g1828, g1829, g1830, g1831, g1832, g1833, g1834, g1835, g1836, g1837, g1838, g1839, g1840, g1841, g1842, g1843, g1844, g1845, g1846, g1847, g1848, g1849, g1850, g1851, g1852, g1853, g1854, g1855, g1856, g1857, g1858, g1859, g1860, g1861, g1862, g1863, g1864, g1865, g1866, g1867, g1868, g1869, g1870, g1871, g1872, g1873, g1874, g1875, g1876, g1877, g1878, g1879, g1880, g1881, g1882, g1883, g1884, g1885, g1886, g1887, g1888, g1889, g1890, g1891, g1892, g1893, g1894, g1895, g1896, g1897, g1898, g1899, g1900, g1901, g1902, g1903, g1904, g1905, g1906, g1907, g1908, g1909, g1910, g1911, g1912, g1913, g1914, g1915, g1916, g1917, g1918, g1919, g1920, g1921, g1922, g1923, g1924, g1925, g1926, g1927, g1928, g1929, g1930, g1931, g1932, g1933, g1934, g1935, g1936, g1937, g1938, g1939, g1940, g1941, g1942, g1943, g1944, g1945, g1946, g1947, g1948, g1949, g1950, g1951, g1952, g1953, g1954	46	199	17	29
LM 1	3	0.762	0.762	395	2	POU4F3, FOXD3	g405, g406, g407, g408, g409, g410, g412, g413, g415, g416, g417, g418, g419, g420, g421, g422, g423, g424, g425, g426, g427, g428, g429, g430, g431, g432, g433, g434, g435, g436, g437, g438, g439, g440, g441, g442, g443, g444, g445, g446, g447, g448, g449, g450, g451, g452, g453, g454, g455, g456, g457, g458, g459, g460, g461, g462, g463, g465, g466, g468, g469, g471, g472, g473, g474, g475, g476, g477, g478, g479, g480, g481, g483, g484, g485, g486, g487, g488, g489, g490, g491, g492, g493, g494, g495, g496, g497, g498, g499, g500, g501, g502, g503, g504, g505, g506, g507, g508, g509, g511, g512, g513, g514, g515, g516, g517, g518, g519, g520, g521, g522, g523, g524, g525, g526, g527, g528, g529, g530, g531, g532, g533, g534, g535, g536, g537, g538, g539, g540, g541, g542, g543, g544, g545, g546, g547, g548, g549, g550, g551, g552, g554, g556, g557, g558, g559, g560, g561, g562, g563, g564, g565, g566, g567, g568, g569, g570, g571, g572, g573, g574, g575, g576, g577, g578, g579, g580, g581, g582, g583, g584, g586, g587, g588, g589, g590, g592, g593, g594, g595, g596, g597, g598, g600, g601, g603, g612, g614, g624, g625, g644, g650, g659, g660, g669, g671, g691, g693, g720, g741, g744, g752, g759, g769, g778, g780, g965, g966, g967, g968, g969, g970, g971, g972, g973, g974, g975, g976, g977, g978, g979, g980, g981, g982, g983, g984, g985, g986, g987, g988, g989, g990, g991, g992, g993, g994, g995, g996, g997, g998, g999, g1000, g1001, g1002, g1003, g1004, g1005, g1006, g1008, g1009, g1010, g1011, g1012, g1013, g1014, g1015, g1016, g1017, g1018, g1019, g1020, g1021, g1022, g1023, g1025, g1026, g1027, g1028, g1029, g1030, g1031, g1032, g1033, g1034, g1035, g1036, g1037, g1038, g1039, g1040, g1041, g1042, g1043, g1044, g1045, g1046, g1047, g1048, g1049, g1050, g1051, g1052, g1053, g1054, g1055, g1056, g1057, g1058, g1059, g1060, g1061, g1062, g1063, g1064, g1065, g1066, g1067, g1068, g1069, g1070, g1071, g1072, g1073, g1074, g1075, g1076, g1077, g1079, g1080, g1081, g1082, g1083, g1084, g1085, g1086, g1087, g1088, g1089, g1090, g1091, g1092, g1093, g1094, g1095, g1096, g1097, g1098, g1099, g1100, g1101, g1102, g1103, g1104, g1105, g1106, g1107, g1108, g1109, g1110, g1111, g1112, g1113, g1114, g1115, g1116, g1117, g1118, g1119, g1120, g1121, g1122, g1123, g1124, g1125, g1126, g1127, g1129, g1130, g1131, g1132, g1133, g1134, g1135, g1136, g1137, g1138, g1139, g1140, g1141, g1142, g1143, g1144, g1145, g1146, g1147, g1148, g1149, g1150, g1151, g1152, g1153, g1155, g1347, g1441, g1492	46	397	17	29
LM 1	34	0.931	0.931	250	1	FOXD3	g530, g587, g604, g614, g641, g691, g699, g786, g787, g788, g790, g794, g795, g797, g803, g806, g807, g810, g812, g814, g815, g817, g821, g822, g825, g828, g829, g832, g838, g840, g844, g847, g850, g854, g855, g860, g862, g863, g864, g871, g878, g879, g880, g884, g893, g895, g896, g897, g899, g906, g907, g909, g910, g929, g932, g933, g947, g949, g951, g960, g961, g965, g966, g967, g968, g969, g970, g971, g972, g973, g974, g975, g976, g977, g978, g979, g980, g981, g982, g983, g984, g985, g986, g987, g988, g989, g990, g991, g992, g993, g994, g995, g996, g997, g998, g999, g1000, g1001, g1002, g1003, g1004, g1005, g1006, g1007, g1008, g1009, g1010, g1011, g1012, g1013, g1014, g1015, g1016, g1017, g1018, g1019, g1020, g1021, g1022, g1023, g1024, g1025, g1026, g1027, g1028, g1029, g1030, g1031, g1032, g1033, g1034, g1035, g1036, g1037, g1038, g1039, g1040, g1041, g1042, g1043, g1044, g1045, g1046, g1047, g1048, g1049, g1050, g1051, g1052, g1053, g1054, g1055, g1056, g1057, g1058, g1059, g1060, g1061, g1062, g1063, g1064, g1065, g1066, g1067, g1068, g1069, g1070, g1071, g1072, g1073, g1074, g1075, g1076, g1077, g1079, g1080, g1081, g1082, g1083, g1084, g1085, g1086, g1087, g1088, g1089, g1090, g1091, g1092, g1093, g1094, g1095, g1096, g1097, g1098, g1099, g1100, g1101, g1102, g1103, g1104, g1105, g1106, g1107, g1108, g1109, g1110, g1111, g1112, g1113, g1114, g1115, g1116, g1117, g1118, g1119, g1120, g1121, g1122, g1123, g1124, g1125, g1126, g1127, g1128, g1129, g1130, g1131, g1132, g1133, g1134, g1135, g1136, g1137, g1138, g1139, g1140, g1141, g1142, g1143, g1144, g1145, g1146, g1147, g1148, g1149, g1150, g1151, g1152, g1153, g1309	46	251	17	29
